current_frame,Angle1,Angle2,Angle3,Angle4
311,81.05,136.54,82.49,114.64
312,81.0,137.92,84.45,113.94
313,80.2,124.47,77.9,116.39
314,81.91,123.59,77.91,112.19
315,81.98,129.39,77.95,111.81
316,84.99,131.02,81.21,114.83
317,80.97,119.93,82.57,101.27
318,81.13,133.62,80.89,113.18
319,82.02,125.47,79.4,109.72
320,82.01,129.4,79.43,118.02
321,82.02,123.97,80.92,111.47
322,83.65,114.99,80.9,100.07
323,83.64,136.5,86.3,119.34
324,83.65,113.03,79.5,101.76
325,85.15,109.04,78.0,93.71
326,87.88,106.82,77.95,84.83
327,86.19,115.8,80.81,99.79
328,86.83,106.63,79.17,91.28
329,87.97,102.38,77.96,89.86
330,87.99,102.45,78.0,93.22
331,88.0,107.22,79.4,91.73
332,93.75,118.79,80.97,101.76
333,93.75,107.12,80.76,91.45
334,96.68,111.16,79.49,89.92
335,98.09,112.58,79.57,92.73
336,100.6,118.68,86.25,94.93
337,99.22,115.01,83.35,91.16
338,100.73,117.61,86.34,90.95
339,100.48,116.75,84.31,89.72
340,101.13,121.75,83.88,88.92
341,99.84,119.22,82.48,89.11
342,101.29,119.57,83.96,91.0
343,103.98,118.91,83.98,92.16
344,102.06,122.77,84.93,94.63
345,106.02,123.53,86.4,92.9
346,109.96,127.36,89.05,94.05
347,112.67,125.1,86.26,98.27
348,110.74,127.27,85.61,96.43
349,113.29,127.57,87.05,94.02
350,113.34,129.14,87.1,94.06
351,112.03,125.97,85.65,85.85
352,113.4,126.86,85.75,89.12
353,114.49,126.04,85.6,86.97
354,114.54,131.43,88.5,99.14
355,117.2,125.18,87.08,87.74
356,118.55,130.39,90.62,88.79
357,119.5,135.53,88.0,95.24
358,122.46,137.69,89.37,92.45
359,122.95,136.58,92.18,101.97
360,125.01,140.1,92.33,106.92
361,129.8,141.34,93.74,98.62
362,134.5,140.18,96.05,100.39
363,138.59,146.03,97.48,102.31
364,142.55,147.69,98.68,105.16
365,144.63,149.66,100.81,105.05
366,146.26,153.71,100.73,101.41
367,147.9,154.58,100.24,105.07
368,147.98,160.63,100.64,106.27
369,148.09,154.77,100.67,103.67
370,148.6,152.71,100.25,106.29
371,151.75,154.76,101.86,103.63
372,148.68,160.52,100.74,102.75
373,148.71,160.83,100.79,104.53
374,152.24,158.51,102.3,100.35
375,151.97,160.19,99.52,84.09
376,153.91,164.03,102.27,87.05
377,154.05,162.41,102.33,94.93
378,157.15,164.4,103.64,96.2
379,157.26,159.15,103.96,97.53
380,157.89,163.52,104.01,106.15
381,157.5,170.13,104.16,89.27
382,157.78,177.89,104.2,113.12
383,162.44,176.75,104.09,100.59
384,159.39,176.75,104.18,118.3
385,165.91,175.56,104.55,120.9
386,165.91,178.27,103.0,111.01
387,167.6,177.89,105.75,93.21
388,164.62,168.72,101.74,103.38
389,167.63,175.73,104.52,90.76
390,169.36,176.85,107.47,88.56
391,172.73,175.43,106.21,90.66
392,172.75,171.82,106.28,83.59
393,172.81,175.9,104.79,87.85
394,173.01,173.97,105.0,84.08
395,173.04,174.01,106.48,85.51
396,173.03,173.65,106.53,77.93
397,176.25,174.58,109.25,75.31
398,172.88,178.57,106.27,83.47
